time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2016-11-05 14:43:37.030 UTC, ,125,3166237,1056,20384, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,75595,62, ,74086, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478357016668,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,10240,5, , , , , , , , , , ,21982880,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:43:45.014 UTC, ,125,3160517,1056,14664, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,142,69, , , , , , , , , , , , , ,77301,63, ,75851, , , , , ,9,9, , , , , ,10,642, , , , , , , , , , , , , , , , , , , , , , , , ,1478357024657,3145728, , , ,78,0, , , ,2, , , ,3, , , , ,78, ,2048,1, , , , ,391168,107, , , , , , , , , , ,21489224,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:43:45.021 UTC, ,125,3166309,1056,20456, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,77301,63, ,75851, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478357024657,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,10240,5, , , , , , , , , , ,21992536,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:44:12.895 UTC, ,125,3159677,1056,13824, , ,3, ,22,3,0,14, , , , , , , ,3,3, ,2, ,3,1,5, ,144,70, , , , , , , , , , , , , ,79816,64, ,77555, , , , , ,9,9, , , , , ,10,653, , , , , , , , , , , , , , , , , , , , , , , , ,1478357052534,3145728, , , ,78,0, , , ,2, , , ,3, , , , ,78, ,2048,1, , , , ,391168,107, , , , , , , , , , ,21819416,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:44:12.902 UTC, ,125,3165517,1056,19664, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,79816,64, ,77555, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478357052534,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , , ,10240,5, , , , , , , , , , ,21819416,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:44:19.532 UTC, ,125,3160565,1056,14712, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,146,71, , , , , , , , , , , , , ,82831,65, ,80078, , , , , ,9,9, , , , , ,11,662, , , , , , , , , , , , , , , , , , , , , , , , ,1478357059177,3145728, , , ,80,0, , , ,2, , , ,3, , , , ,80, ,2048,1, , , , ,411648,111, , , , , , , , , , ,21618616,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:44:19.536 UTC, ,125,3166461,1056,20608, , ,4, ,3,1,0,33, , , , , , , ,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,82831,65, ,80078, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478357059177,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , ,1,10357,5, , , , , , , , , , ,21618616,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:44:27.128 UTC, ,125,3160589,1056,14736, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,148,72, , , , , , , , , , , , , ,83978,66, ,83105, , , , , ,9,9, , , , , ,11,673, , , , , , , , , , , , , , , , , , , , , , , , ,1478357066772,3145728, , , ,81,0, , , ,2, , , ,3, , , , ,81, ,2048,1, , , , ,413696,112, , , , , , , , , , ,21608960,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:44:27.134 UTC, ,125,3162685,1056,16832, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,83978,66, ,83105, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478357066772,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21608960,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-05 14:44:32.190 UTC, ,125,3160613,1056,14760, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,150,73, , , , , , , , , , , , , ,85060,67, ,84238, , , , , ,9,9, , , , , ,11,682, , , , , , , , , , , , , , , , , , , , , , , , ,1478357071832,3145728, , , ,82,0, , , ,2, , , ,3, , , , ,82, ,2048,1, , , , ,415744,113, , , , , , , , , , ,21626856,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-05 14:44:32.238 UTC, ,125,3166621,1056,20768, , ,4,1,4,1,0,25, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,85060,67, ,84238, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478357071832,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , ,1,12405,6, , , , , , , , , , ,21626856,-1, , , , , , ,67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:26:50.122 UTC, ,125,3160613,1056,14760, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,150,73, , , , , , , , , , , , , ,85060,67, ,84238, , , , , ,9,9, , , , , ,11,682, , , , , , , , , , , , , , , , , , , , , , , , ,1478417209764,3145728, , , ,82,0, , , ,2, , , ,3, , , , ,82, ,2048,1, , , , ,415744,113, , , , , , , , , , ,21635104,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:26:50.169 UTC, ,125,3166621,1056,20768, , ,4,1,4,1,0,25, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,85060,67, ,84238, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417209764,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , ,1,12405,6, , , , , , , , , , ,21635104,-1, , , , , , ,67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:27:24.135 UTC, ,125,3160613,1056,14760, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,150,73, , , , , , , , , , , , , ,85060,67, ,84238, , , , , ,9,9, , , , , ,11,682, , , , , , , , , , , , , , , , , , , , , , , , ,1478417243792,3145728, , , ,82,0, , , ,2, , , ,3, , , , ,82, ,2048,1, , , , ,415744,113, , , , , , , , , , ,21748520,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:27:24.135 UTC, ,125,3162757,1056,16904, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,85060,67, ,84238, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417243792,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21748520,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:27:35.074 UTC, ,125,3160637,1056,14784, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,152,74, , , , , , , , , , , , , ,86294,68, ,85316, , , , , ,9,9, , , , , ,11,693, , , , , , , , , , , , , , , , , , , , , , , , ,1478417254715,3145728, , , ,83,0, , , ,2, , , ,3, , , , ,83, ,2048,1, , , , ,417792,114, , , , , , , , , , ,21599352,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:27:35.074 UTC, ,125,3162829,1056,16976, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,86294,68, ,85316, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417254715,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22102664,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:27:57.307 UTC, ,125,3160661,1056,14808, , ,3,1,23,3,0,13, , , , , , , ,3,3, ,2,1,3,1,5, ,155,75, , , , , , , , , , , , , ,87450,69, ,86541, , , , , ,9,9, , , , , ,11,702, , , , , , , , , , , , , , , , , , , , , , , , ,1478417276948,3145728, , , ,84,0, , , ,2, , , ,3, , , , ,84, ,2048,1, , , , ,419840,115, , , , , , , , , , ,21614400,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:27:57.307 UTC, ,125,3162893,1056,17040, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,87450,69, ,86541, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417276948,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22117712,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:28:09.712 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,156,76, , , , , , , , , , , , , ,88817,70, ,87729, , , , , ,9,9, , , , , ,11,713, , , , , , , , , , , , , , , , , , , , , , , , ,1478417289369,3145728, , , ,85,0, , , ,2, , , ,3, , , , ,85, ,2048,1, , , , ,421888,116, , , , , , , , , , ,21714696,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:28:09.727 UTC, ,125,3161981,1056,16128, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,88817,70, ,87729, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417289369,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21714696,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:28:33.598 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,158,77, , , , , , , , , , , , , ,90121,71, ,89083, , , , , ,9,9, , , , , ,12,722, , , , , , , , , , , , , , , , , , , , , , , , ,1478417313255,3145728, , , ,86,0, , , ,2, , , ,3, , , , ,86, ,2048,1, , , , ,440320,119, , , , , , , , , , ,21640480,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:28:33.614 UTC, ,125,3162037,1056,16184, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,90121,71, ,89083, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417313255,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22143792,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:29:01.915 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,160,78, , , , , , , , , , , , , ,91577,72, ,90380, , , , , ,9,9, , , , , ,12,733, , , , , , , , , , , , , , , , , , , , , , , , ,1478417341572,3145728, , , ,87,0, , , ,2, , , ,3, , , , ,87, ,2048,1, , , , ,442368,120, , , , , , , , , , ,21640760,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:29:01.931 UTC, ,125,3165949,1056,20096, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,91577,72, ,90380, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417341572,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , ,1,12405,6, , , , , , , , , , ,22144128,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:29:11.123 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,162,79, , , , , , , , , , , , , ,92974,73, ,91835, , , , , ,9,9, , , , , ,12,742, , , , , , , , , , , , , , , , , , , , , , , , ,1478417350779,3145728, , , ,88,0, , , ,2, , , ,3, , , , ,88, ,2048,1, , , , ,444416,121, , , , , , , , , , ,21757456,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:29:11.123 UTC, ,125,3162157,1056,16304, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,92974,73, ,91835, , , , , ,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417350779,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,21757456,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:29:22.919 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,164,80, , , , , , , , , , , , , ,94525,74, ,93230, , , , , ,8,8, , , , , ,12,753, , , , , , , , , , , , , , , , , , , , , , , , ,1478417362576,3145728, , , ,89,0, , , ,2, , , ,3, , , , ,89, ,2048,1, , , , ,446464,122, , , , , , , , , , ,21705752,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:29:22.935 UTC, ,125,3162205,1056,16352, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,94525,74, ,93230, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417362576,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22209064,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:29:39.349 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,166,81, , , , , , , , , , , , , ,95990,75, ,94768, , , , , ,8,8, , , , , ,12,762, , , , , , , , , , , , , , , , , , , , , , , , ,1478417379006,3145728, , , ,90,0, , , ,2, , , ,3, , , , ,90, ,2048,1, , , , ,448512,123, , , , , , , , , , ,21730328,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:29:39.365 UTC, ,125,3162237,1056,16384, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,95990,75, ,94768, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417379006,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22233688,-1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:29:48.353 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,168,82, , , , , , , , , , , , , ,97640,76, ,96254, , , , , ,8,8, , , , , ,12,773, , , , , , , , , , , , , , , , , , , , , , , , ,1478417388010,3145728, , , ,91,0, , , ,2, , , ,3, , , , ,91, ,2048,1, , , , ,450560,124, , , , , , , , , , ,21750272,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:29:48.353 UTC, ,125,3162293,1056,16440, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,97640,76, ,96254, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417388010,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22253584,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
2016-11-06 07:29:53.442 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,170,83, , , , , , , , , , , , , ,99242,77, ,97906, , , , , ,8,8, , , , , ,13,782, , , , , , , , , , , , , , , , , , , , , , , , ,1478417393099,3145728, , , ,92,0, , , ,2, , , ,3, , , , ,92, ,2048,1, , , , ,468992,127, , , , , , , , , , ,22077448,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:29:53.442 UTC, ,125,3166189,1056,20336, , ,4,1,3,1,0,33, , , , , , , ,4,4, , ,1,3,2,6, ,2,1, , , , , , , , , , , , , ,99242,77, ,97906, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417393099,3145728, , , ,4,0, , , ,1, , , ,3, , , , ,4,1, , , , , ,1,12405,6, , , , , , , , , , ,22077448,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:29:57.719 UTC, ,125,3159677,1056,13824, , ,3,1,22,3,0,14, , , , , , , ,3,3, ,2,1,3,1,5, ,172,84, , , , , , , , , , , , , ,100952,78, ,99479, , , , , ,8,8, , , , , ,13,793, , , , , , , , , , , , , , , , , , , , , , , , ,1478417397360,3145728, , , ,93,0, , , ,2, , , ,3, , , , ,93, ,2048,1, , , , ,471040,128, , , , , , , , , , ,22039888,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2016-11-06 07:29:57.719 UTC, ,125,3162373,1056,16520, , ,4,1,3,1,0,33,1, , , , , ,1,4,4, , , ,3,2,6, ,2,1, , , , , , , , , , , , , ,100952,78, ,99479, , , , , ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1478417397360,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,22039888,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , , 
